"Código";"Artículo";"Descripción";"Descripción"
"0110100509501";"27-1005";"NEGRO";"95"
"0110100509502";"27-1005";"BLANCO";"95"
"0110100510001";"27-1005";"NEGRO";"100"
"0110100510002";"27-1005";"BLANCO";"100"
"0110100708501";"27-1007";"NEGRO";"85"
"0110100708502";"27-1007";"BLANCO";"85"
"0110100708571";"27-1007";"UVA";"85"
"0110100708572";"27-1007";"FUCSIA";"85"
"0110100708584";"27-1007";"LIMA";"85"
"0110100709001";"27-1007";"NEGRO";"90"
"0110100709002";"27-1007";"BLANCO";"90"
"0110100709071";"27-1007";"UVA";"90"
"0110100709072";"27-1007";"FUCSIA";"90"
"0110100709084";"27-1007";"LIMA";"90"
"0110100709501";"27-1007";"NEGRO";"95"
"0110100709502";"27-1007";"BLANCO";"95"
"0110100709571";"27-1007";"UVA";"95"
"0110100709572";"27-1007";"FUCSIA";"95"
"0110100710001";"27-1007";"NEGRO";"100"
"0110100710002";"27-1007";"BLANCO";"100"
"0110100710071";"27-1007";"UVA";"100"
"0110100710072";"27-1007";"FUCSIA";"100"
"0110100710084";"27-1007";"LIMA";"100"
"0110100908501";"27-1009";"NEGRO";"85"
"0110100908502";"27-1009";"BLANCO";"85"
"0110100908503";"27-1009";"ROJO";"85"
"0110100908572";"27-1009";"FUCSIA";"85"
"0110100909001";"27-1009";"NEGRO";"90"
"0110100909002";"27-1009";"BLANCO";"90"
"0110100909003";"27-1009";"ROJO";"90"
"0110100909072";"27-1009";"FUCSIA";"90"
"0110100909501";"27-1009";"NEGRO";"95"
"0110100909502";"27-1009";"BLANCO";"95"
"0110100909503";"27-1009";"ROJO";"95"
"0110100909572";"27-1009";"FUCSIA";"95"
"0110100910001";"27-1009";"NEGRO";"100"
"0110100910002";"27-1009";"BLANCO";"100"
"0110100910003";"27-1009";"ROJO";"100"
"011010100101";"27-1010";"NEGRO";"1"
"011010100103";"27-1010";"ROJO";"1"
"011010100171";"27-1010";"UVA";"1"
"011010100201";"27-1010";"NEGRO";"2"
"011010100271";"27-1010";"UVA";"2"
"011010100301";"27-1010";"NEGRO";"3"
"011010100371";"27-1010";"UVA";"3"
"0110101108501";"27-1011";"NEGRO";"85"
"0110101108502";"27-1011";"BLANCO";"85"
"0110101108503";"27-1011";"ROJO";"85"
"0110101108563";"27-1011";"ROSA VINTAGE";"85"
"0110101108572";"27-1011";"FUCSIA";"85"
"0110101109001";"27-1011";"NEGRO";"90"
"0110101109002";"27-1011";"BLANCO";"90"
"0110101109003";"27-1011";"ROJO";"90"
"0110101109063";"27-1011";"ROSA VINTAGE";"90"
"0110101109072";"27-1011";"FUCSIA";"90"
"0110101109501";"27-1011";"NEGRO";"95"
"0110101109502";"27-1011";"BLANCO";"95"
"0110101109503";"27-1011";"ROJO";"95"
"0110101109563";"27-1011";"ROSA VINTAGE";"95"
"0110101109572";"27-1011";"FUCSIA";"95"
"0110101110001";"27-1011";"NEGRO";"100"
"0110101110002";"27-1011";"BLANCO";"100"
"0110101110003";"27-1011";"ROJO";"100"
"0110101110063";"27-1011";"ROSA VINTAGE";"100"
"0110101110072";"27-1011";"FUCSIA";"100"
"011010120101";"27-1012";"NEGRO";"1"
"011010120201";"27-1012";"NEGRO";"2"
"011010120301";"27-1012";"NEGRO";"3"
"011010130101";"27-1013";"NEGRO";"1"
"011010130102";"27-1013";"BLANCO";"1"
"011010130184";"27-1013";"LIMA";"1"
"011010130201";"27-1013";"NEGRO";"2"
"011010130202";"27-1013";"BLANCO";"2"
"011010130284";"27-1013";"LIMA";"2"
"011010130302";"27-1013";"BLANCO";"3"
"011010130384";"27-1013";"LIMA";"3"
"011010140101";"27-1014";"NEGRO";"1"
"011010140172";"27-1014";"FUCSIA";"1"
"011010140184";"27-1014";"LIMA";"1"
"011010140201";"27-1014";"NEGRO";"2"
"011010140284";"27-1014";"LIMA";"2"
"011010140301";"27-1014";"NEGRO";"3"
"011010140384";"27-1014";"LIMA";"3"
"0110200008501";"27-2000";"NEGRO";"85"
"0110200008502";"27-2000";"BLANCO";"85"
"0110200008503";"27-2000";"ROJO";"85"
"0110200008520";"27-2000";"NUDE";"85"
"0110200009001";"27-2000";"NEGRO";"90"
"0110200009002";"27-2000";"BLANCO";"90"
"0110200009003";"27-2000";"ROJO";"90"
"0110200009020";"27-2000";"NUDE";"90"
"0110200009501";"27-2000";"NEGRO";"95"
"0110200009502";"27-2000";"BLANCO";"95"
"0110200009503";"27-2000";"ROJO";"95"
"0110200009520";"27-2000";"NUDE";"95"
"0110200010001";"27-2000";"NEGRO";"100"
"0110200010002";"27-2000";"BLANCO";"100"
"0110200010003";"27-2000";"ROJO";"100"
"0110200010020";"27-2000";"NUDE";"100"
"0110200108501";"27-2001";"NEGRO";"85"
"0110200108502";"27-2001";"BLANCO";"85"
"0110200108520";"27-2001";"AVELLANA";"85"
"0110200109001";"27-2001";"NEGRO";"90"
"0110200109002";"27-2001";"BLANCO";"90"
"0110200109020";"27-2001";"AVELLANA";"90"
"0110200109501";"27-2001";"NEGRO";"95"
"0110200109502";"27-2001";"BLANCO";"95"
"0110200109520";"27-2001";"AVELLANA";"95"
"0110200110001";"27-2001";"NEGRO";"100"
"0110200110002";"27-2001";"BLANCO";"100"
"0110200110020";"27-2001";"AVELLANA";"100"
"0110200208501";"27-2002";"NEGRO";"85"
"0110200208502";"27-2002";"BLANCO";"85"
"0110200208570";"27-2002";"NUDE";"85"
"0110200209001";"27-2002";"NEGRO";"90"
"0110200209002";"27-2002";"BLANCO";"90"
"0110200209070";"27-2002";"NUDE";"90"
"0110200209072";"27-2002";"FUCSIA";"90"
"0110200209501";"27-2002";"NEGRO";"95"
"0110200209502";"27-2002";"BLANCO";"95"
"0110200209570";"27-2002";"NUDE";"95"
"0110200209572";"27-2002";"FUCSIA";"95"
"0110200210001";"27-2002";"NEGRO";"100"
"0110200210002";"27-2002";"BLANCO";"100"
"0110200210070";"27-2002";"NUDE";"100"
"0110200210072";"27-2002";"FUCSIA";"100"
"0110200309001";"27-2003";"NEGRO";"90"
"0110200309002";"27-2003";"BLANCO";"90"
"0110200309501";"27-2003";"NEGRO";"95"
"0110200309502";"27-2003";"BLANCO";"95"
"0110200310001";"27-2003";"NEGRO";"100"
"0110200310002";"27-2003";"BLANCO";"100"
"0110200408502";"27-2004";"BLANCO";"85"
"0110200408563";"27-2004";"ROSA";"85"
"0110200409002";"27-2004";"BLANCO";"90"
"0110200409063";"27-2004";"ROSA";"90"
"0110200409502";"27-2004";"BLANCO";"95"
"0110200409563";"27-2004";"ROSA";"95"
"0110200410002";"27-2004";"BLANCO";"100"
"0110200410063";"27-2004";"ROSA";"100"
"0110200508564";"27-2005";"AZUL NOCHE/ROSA";"85"
"0110200508566";"27-2005";"ROSA/BLANCO";"85"
"0110200508567";"27-2005";"NEGRO/BLANCO";"85"
"0110200509064";"27-2005";"AZUL NOCHE/ROSA";"90"
"0110200509066";"27-2005";"ROSA/BLANCO";"90"
"0110200509067";"27-2005";"NEGRO/BLANCO";"90"
"0110200509564";"27-2005";"AZUL NOCHE/ROSA";"95"
"0110200509566";"27-2005";"ROSA/BLANCO";"95"
"0110200509567";"27-2005";"NEGRO/BLANCO";"95"
"0110200510064";"27-2005";"AZUL NOCHE/ROSA";"100"
"0110200510066";"27-2005";"ROSA/BLANCO";"100"
"0110200510067";"27-2005";"NEGRO/BLANCO";"100"
"0110200908572";"27-2009";"FUCSIA";"85"
"0110200908587";"27-2009";"AQUA";"85"
"0110200909072";"27-2009";"FUCSIA";"90"
"0110200909087";"27-2009";"AQUA";"90"
"0110200909572";"27-2009";"FUCSIA";"95"
"0110200909587";"27-2009";"AQUA";"95"
"0110200910072";"27-2009";"FUCSIA";"100"
"0110200910087";"27-2009";"AQUA";"100"
"0110201008532";"27-2010";"VERDE MILITAR";"85"
"0110201008562";"27-2010";"AZUL NOCHE";"85"
"0110201008563";"27-2010";"ROSA VINTAGE";"85"
"0110201009032";"27-2010";"VERDE MILITAR";"90"
"0110201009062";"27-2010";"AZUL NOCHE";"90"
"0110201009063";"27-2010";"ROSA VINTAGE";"90"
"0110201009532";"27-2010";"VERDE MILITAR";"95"
"0110201009562";"27-2010";"AZUL NOCHE";"95"
"0110201009563";"27-2010";"ROSA VINTAGE";"95"
"0110201010032";"27-2010";"VERDE MILITAR";"100"
"0110201010062";"27-2010";"AZUL NOCHE";"100"
"0110201010063";"27-2010";"ROSA VINTAGE";"100"
"0110201108502";"27-2011";"BLANCO";"85"
"0110201109002";"27-2011";"BLANCO";"90"
"0110201109084";"27-2011";"LIMA";"90"
"0110201109502";"27-2011";"BLANCO";"95"
"0110201109584";"27-2011";"LIMA";"95"
"0110201110001";"27-2011";"NEGRO";"100"
"0110201110002";"27-2011";"BLANCO";"100"
"0110201110084";"27-2011";"LIMA";"100"
"0110201208501";"27-2012";"NEGRO";"85"
"0110201208502";"27-2012";"BLANCO";"85"
"0110201208584";"27-2012";"LIMA";"85"
"0110201209001";"27-2012";"NEGRO";"90"
"0110201209002";"27-2012";"BLANCO";"90"
"0110201209084";"27-2012";"LIMA";"90"
"0110201209501";"27-2012";"NEGRO";"95"
"0110201209502";"27-2012";"BLANCO";"95"
"0110201209584";"27-2012";"LIMA";"95"
"0110201210002";"27-2012";"BLANCO";"100"
"0110201210072";"27-2012";"FUCSIA";"100"
"0110201210084";"27-2012";"LIMA";"100"
"0110201308502";"27-2013";"BLANCO";"85"
"0110201308572";"27-2013";"FUCSIA";"85"
"0110201308584";"27-2013";"LIMA";"85"
"0110201309001";"27-2013";"NEGRO";"90"
"0110201309002";"27-2013";"BLANCO";"90"
"0110201309072";"27-2013";"FUCSIA";"90"
"0110201309084";"27-2013";"LIMA";"90"
"0110201309501";"27-2013";"NEGRO";"95"
"0110201309502";"27-2013";"BLANCO";"95"
"0110201309572";"27-2013";"FUCSIA";"95"
"0110201309584";"27-2013";"LIMA";"95"
"0110201310001";"27-2013";"NEGRO";"100"
"0110201310002";"27-2013";"BLANCO";"100"
"0110201310072";"27-2013";"FUCSIA";"100"
"0110201310084";"27-2013";"LIMA";"100"
"0110201408501";"27-2014";"NEGRO";"85"
"0110201409001";"27-2014";"NEGRO";"90"
"0110201409002";"27-2014";"BLANCO";"90"
"0110201409501";"27-2014";"NEGRO";"95"
"0110201409502";"27-2014";"BLANCO";"95"
"0110201410001";"27-2014";"NEGRO";"100"
"0110201410002";"27-2014";"BLANCO";"100"
"01102902000000";"38-11";"FRANCIA";"M"
"01102903000000";"38-11";"FRANCIA";"L"
"01102904000000";"38-11";"FRANCIA";"XL"
"01102905000000";"38-11";"FRANCIA";"XXL"
"01102906000000";"38-11";"FRANCIA";"3XL"
"0110300008501";"27-3000";"NEGRO";"85"
"0110300008502";"27-3000";"BLANCO";"85"
"0110300008561";"27-3000";"GRIS MELANGE";"85"
"0110300009001";"27-3000";"NEGRO";"90"
"0110300009002";"27-3000";"BLANCO";"90"
"0110300009061";"27-3000";"GRIS MELANGE";"90"
"0110300009501";"27-3000";"NEGRO";"95"
"0110300009502";"27-3000";"BLANCO";"95"
"0110300009561";"27-3000";"GRIS MELANGE";"95"
"0110300010001";"27-3000";"NEGRO";"100"
"0110300010002";"27-3000";"BLANCO";"100"
"0110300010061";"27-3000";"GRIS MELANGE";"100"
"0110300108501";"27-3001";"NEGRO";"85"
"0110300108502";"27-3001";"BLANCO";"85"
"0110300108507";"27-3001";"MARFIL";"85"
"0110300109001";"27-3001";"NEGRO";"90"
"0110300109002";"27-3001";"BLANCO";"90"
"0110300109007";"27-3001";"MARFIL";"90"
"0110300109501";"27-3001";"NEGRO";"95"
"0110300109502";"27-3001";"BLANCO";"95"
"0110300109507";"27-3001";"MARFIL";"95"
"0110300110001";"27-3001";"NEGRO";"100"
"0110300110002";"27-3001";"BLANCO";"100"
"0110300110007";"27-3001";"MARFIL";"100"
"0110300208538";"27-3002";"GRIS/NEGRO";"85"
"0110300208539";"27-3002";"MARFIL/GRIS";"85"
"0110300208540";"27-3002";"GRIS/BLANCO";"85"
"0110300209000";"27-3002";"SURTIDO";"90"
"0110300209038";"27-3002";"GRIS/NEGRO";"90"
"0110300209039";"27-3002";"MARFIL/GRIS";"90"
"0110300209040";"27-3002";"GRIS/BLANCO";"90"
"0110300209500";"27-3002";"SURTIDO";"95"
"0110300209538";"27-3002";"GRIS/NEGRO";"95"
"0110300209539";"27-3002";"MARFIL/GRIS";"95"
"0110300209540";"27-3002";"GRIS/BLANCO";"95"
"0110300210000";"27-3002";"SURTIDO";"100"
"0110300210038";"27-3002";"GRIS/NEGRO";"100"
"0110300210039";"27-3002";"MARFIL/GRIS";"100"
"0110300210040";"27-3002";"GRIS/BLANCO";"100"
"0110300308538";"27-3003";"GRIS/NEGRO";"85"
"0110300308540";"27-3003";"GRIS/BLANCO";"85"
"0110300309038";"27-3003";"GRIS/NEGRO";"90"
"0110300309040";"27-3003";"GRIS/BLANCO";"90"
"0110300309538";"27-3003";"GRIS/NEGRO";"95"
"0110300309540";"27-3003";"GRIS/BLANCO";"95"
"0110300310038";"27-3003";"GRIS/NEGRO";"100"
"0110300310040";"27-3003";"GRIS/BLANCO";"100"
"0110300408538";"27-3004";"GRIS/NEGRO";"85"
"0110300408540";"27-3004";"GRIS/BLANCO";"85"
"0110300409038";"27-3004";"GRIS/NEGRO";"90"
"0110300409040";"27-3004";"GRIS/BLANCO";"90"
"0110300409538";"27-3004";"GRIS/NEGRO";"95"
"0110300409540";"27-3004";"GRIS/BLANCO";"95"
"0110300410038";"27-3004";"GRIS/NEGRO";"100"
"0110300410040";"27-3004";"GRIS/BLANCO";"100"
"0110300508501";"27-3005";"NEGRO";"85"
"0110300508502";"27-3005";"BLANCO";"85"
"0110300508561";"27-3005";"GRIS MELANGE";"85"
"0110300509001";"27-3005";"NEGRO";"90"
"0110300509002";"27-3005";"BLANCO";"90"
"0110300509061";"27-3005";"GRIS MELANGE";"90"
"0110300509501";"27-3005";"NEGRO";"95"
"0110300509502";"27-3005";"BLANCO";"95"
"0110300509561";"27-3005";"GRIS MELANGE";"95"
"0110300510001";"27-3005";"NEGRO";"100"
"0110300510002";"27-3005";"BLANCO";"100"
"0110300510061";"27-3005";"GRIS MELANGE";"100"
"0110300608501";"27-3006";"NEGRO";"85"
"0110300608502";"27-3006";"BLANCO";"85"
"0110300608562";"27-3006";"AZUL NOCHE";"85"
"0110300608563";"27-3006";"ROSA VINTAGE";"85"
"0110300608571";"27-3006";"UVA";"85"
"0110300609001";"27-3006";"NEGRO";"90"
"0110300609002";"27-3006";"BLANCO";"90"
"0110300609062";"27-3006";"AZUL NOCHE";"90"
"0110300609063";"27-3006";"ROSA VINTAGE";"90"
"0110300609071";"27-3006";"UVA";"90"
"0110300609501";"27-3006";"NEGRO";"95"
"0110300609502";"27-3006";"BLANCO";"95"
"0110300609562";"27-3006";"AZUL NOCHE";"95"
"0110300609563";"27-3006";"ROSA VINTAGE";"95"
"0110300609571";"27-3006";"UVA";"95"
"0110300610001";"27-3006";"NEGRO";"100"
"0110300610002";"27-3006";"BLANCO";"100"
"0110300610062";"27-3006";"AZUL NOCHE";"100"
"0110300610063";"27-3006";"ROSA VINTAGE";"100"
"0110300610071";"27-3006";"UVA";"100"
"0110300708562";"27-3007";"AZUL NOCHE";"85"
"0110300709062";"27-3007";"AZUL NOCHE";"90"
"0110300709562";"27-3007";"AZUL NOCHE";"95"
"0110300710062";"27-3007";"AZUL NOCHE";"100"
"0110300808501";"27-3008";"NEGRO";"85"
"0110300808502";"27-3008";"BLANCO";"85"
"0110300808561";"27-3008";"GRIS MELANGE";"85"
"0110300808563";"27-3008";"ROSA VINTAGE";"85"
"0110300808570";"27-3008";"NUDE";"85"
"0110300808571";"27-3008";"UVA";"85"
"0110300808584";"27-3008";"LIMA";"85"
"0110300809001";"27-3008";"NEGRO";"90"
"0110300809002";"27-3008";"BLANCO";"90"
"0110300809061";"27-3008";"GRIS MELANGE";"90"
"0110300809063";"27-3008";"ROSA VINTAGE";"90"
"0110300809070";"27-3008";"NUDE";"90"
"0110300809071";"27-3008";"UVA";"90"
"0110300809084";"27-3008";"LIMA";"90"
"0110300809501";"27-3008";"NEGRO";"95"
"0110300809502";"27-3008";"BLANCO";"95"
"0110300809561";"27-3008";"GRIS MELANGE";"95"
"0110300809563";"27-3008";"ROSA VINTAGE";"95"
"0110300809570";"27-3008";"NUDE";"95"
"0110300809571";"27-3008";"UVA";"95"
"0110300809584";"27-3008";"LIMA";"95"
"0110300810001";"27-3008";"NEGRO";"100"
"0110300810002";"27-3008";"BLANCO";"100"
"0110300810061";"27-3008";"GRIS MELANGE";"100"
"0110300810063";"27-3008";"ROSA VINTAGE";"100"
"0110300810070";"27-3008";"NUDE";"100"
"0110300810071";"27-3008";"UVA";"100"
"0110300810084";"27-3008";"LIMA";"100"
"0110300908501";"27-3009";"NEGRO";"85"
"0110300908502";"27-3009";"BLANCO";"85"
"0110300908561";"27-3009";"GRIS MELANGE";"85"
"0110300908563";"27-3009";"ROSA VINTAGE";"85"
"0110300908570";"27-3009";"NUDE";"85"
"0110300908571";"27-3009";"UVA";"85"
"0110300909001";"27-3009";"NEGRO";"90"
"0110300909002";"27-3009";"BLANCO";"90"
"0110300909061";"27-3009";"GRIS MELANGE";"90"
"0110300909063";"27-3009";"ROSA VINTAGE";"90"
"0110300909070";"27-3009";"NUDE";"90"
"0110300909071";"27-3009";"UVA";"90"
"0110300909084";"27-3009";"LIMA";"90"
"0110300909501";"27-3009";"NEGRO";"95"
"0110300909502";"27-3009";"BLANCO";"95"
"0110300909561";"27-3009";"GRIS MELANGE";"95"
"0110300909563";"27-3009";"ROSA VINTAGE";"95"
"0110300909570";"27-3009";"NUDE";"95"
"0110300909571";"27-3009";"UVA";"95"
"0110300909584";"27-3009";"LIMA";"95"
"0110300910001";"27-3009";"NEGRO";"100"
"0110300910002";"27-3009";"BLANCO";"100"
"0110300910061";"27-3009";"GRIS MELANGE";"100"
"0110300910063";"27-3009";"ROSA VINTAGE";"100"
"0110300910070";"27-3009";"NUDE";"100"
"0110300910071";"27-3009";"UVA";"100"
"0110300910084";"27-3009";"LIMA";"100"
"01103010000000";"38-11";"NEGRO";"S"
"0110301008501";"27-3010";"NEGRO";"85"
"0110301008502";"27-3010";"BLANCO";"85"
"0110301008561";"27-3010";"GRIS MELANGE";"85"
"0110301008563";"27-3010";"ROSA VINTAGE";"85"
"0110301008570";"27-3010";"NUDE";"85"
"0110301008571";"27-3010";"UVA";"85"
"0110301008584";"27-3010";"LIMA";"85"
"0110301009001";"27-3010";"NEGRO";"90"
"0110301009002";"27-3010";"BLANCO";"90"
"0110301009061";"27-3010";"GRIS MELANGE";"90"
"0110301009063";"27-3010";"ROSA VINTAGE";"90"
"0110301009070";"27-3010";"NUDE";"90"
"0110301009071";"27-3010";"UVA";"90"
"0110301009084";"27-3010";"LIMA";"90"
"0110301009501";"27-3010";"NEGRO";"95"
"0110301009502";"27-3010";"BLANCO";"95"
"0110301009561";"27-3010";"GRIS MELANGE";"95"
"0110301009563";"27-3010";"ROSA VINTAGE";"95"
"0110301009570";"27-3010";"NUDE";"95"
"0110301009571";"27-3010";"UVA";"95"
"0110301009584";"27-3010";"LIMA";"95"
"0110301010001";"27-3010";"NEGRO";"100"
"0110301010002";"27-3010";"BLANCO";"100"
"0110301010061";"27-3010";"GRIS MELANGE";"100"
"0110301010063";"27-3010";"ROSA VINTAGE";"100"
"0110301010070";"27-3010";"NUDE";"100"
"0110301010071";"27-3010";"UVA";"100"
"0110301010084";"27-3010";"LIMA";"100"
"0110301108502";"27-3011";"BLANCO";"85"
"0110301108563";"27-3011";"ROSA VIEJO";"85"
"0110301108571";"27-3011";"UVA";"85"
"0110301109002";"27-3011";"BLANCO";"90"
"0110301109063";"27-3011";"ROSA VINTAGE";"90"
"0110301109071";"27-3011";"UVA";"90"
"0110301109502";"27-3011";"BLANCO";"95"
"0110301109563";"27-3011";"ROSA VINTAGE";"95"
"0110301109571";"27-3011";"UVA";"95"
"0110301110002";"27-3011";"BLANCO";"100"
"0110301110063";"27-3011";"ROSA VINTAGE";"100"
"0110301110071";"27-3011";"UVA";"100"
"0110301308501";"27-3013";"NEGRO";"85"
"0110301308502";"27-3013";"BLANCO";"85"
"0110301308561";"27-3013";"GRIS MELANGE";"85"
"0110301308562";"27-3013";"AZUL NOCHE";"85"
"0110301308563";"27-3013";"ROSA VINTAGE";"85"
"0110301308571";"27-3013";"UVA";"85"
"0110301308584";"27-3013";"LIMA";"85"
"0110301309001";"27-3013";"NEGRO";"90"
"0110301309002";"27-3013";"BLANCO";"90"
"0110301309061";"27-3013";"GRIS MELANGE";"90"
"0110301309062";"27-3013";"AZUL NOCHE";"90"
"0110301309063";"27-3013";"ROSA VINTAGE";"90"
"0110301309071";"27-3013";"UVA";"90"
"0110301309084";"27-3013";"LIMA";"90"
"0110301309501";"27-3013";"NEGRO";"95"
"0110301309502";"27-3013";"BLANCO";"95"
"0110301309561";"27-3013";"GRIS MELANGE";"95"
"0110301309562";"27-3013";"AZUL NOCHE";"95"
"0110301309563";"27-3013";"ROSA VINTAGE";"95"
"0110301309571";"27-3013";"UVA";"95"
"0110301309584";"27-3013";"LIMA";"95"
"0110301310001";"27-3013";"NEGRO";"100"
"0110301310002";"27-3013";"BLANCO";"100"
"0110301310061";"27-3013";"GRIS MELANGE";"100"
"0110301310062";"27-3013";"AZUL NOCHE";"100"
"0110301310063";"27-3013";"ROSA VINTAGE";"100"
"0110301310071";"27-3013";"UVA";"100"
"0110301310084";"27-3013";"LIMA";"100"
"011030140101";"27-3014";"NEGRO";"1"
"011030140102";"27-3014";"BLANCO";"1"
"011030140161";"27-3014";"GRIS MELANGE";"1"
"011030140163";"27-3014";"ROSA VINTAGE";"1"
"011030140171";"27-3014";"UVA";"1"
"011030140184";"27-3014";"LIMA";"1"
"011030140201";"27-3014";"NEGRO";"2"
"011030140202";"27-3014";"BLANCO";"2"
"011030140284";"27-3014";"LIMA";"2"
"011030140301";"27-3014";"NEGRO";"3"
"011030140371";"27-3014";"UVA";"3"
"01103020000000";"38-11";"NEGRO";"M"
"01103030000000";"38-11";"NEGRO";"L"
"01103040000000";"38-11";"NEGRO";"XL"
"01103050000000";"38-11";"NEGRO";"XXL"
"0110400008500";"27-4000";"SURTIDO";"85"
"0110400008538";"27-4000";"GRIS/NEGRO";"85"
"0110400008539";"27-4000";"MARFIL/GRIS";"85"
"0110400008540";"27-4000";"GRIS/BLANCO";"85"
"0110400009000";"27-4000";"SURTIDO";"90"
"0110400009038";"27-4000";"GRIS/NEGRO";"90"
"0110400009039";"27-4000";"MARFIL/GRIS";"90"
"0110400009040";"27-4000";"GRIS/BLANCO";"90"
"0110400009500";"27-4000";"SURTIDO";"95"
"0110400009538";"27-4000";"GRIS/NEGRO";"95"
"0110400009539";"27-4000";"MARFIL/GRIS";"95"
"0110400009540";"27-4000";"GRIS/BLANCO";"95"
"0110400010000";"27-4000";"SURTIDO";"100"
"0110400010038";"27-4000";"GRIS/NEGRO";"100"
"0110400010039";"27-4000";"MARFIL/GRIS";"100"
"0110400010040";"27-4000";"GRIS/BLANCO";"100"
"0110400208541";"27-4002";"ANIMAL PRINT ROSA";"85"
"0110400208542";"27-4002";"ANIMAL PRINT VERDE";"85"
"0110400208543";"27-4002";"PRINT MUSTARD";"85"
"0110400209041";"27-4002";"ANIMAL PRINT ROSA";"90"
"0110400209042";"27-4002";"ANIMAL PRINT VERDE";"90"
"0110400209043";"27-4002";"PRINT MUSTARD";"90"
"0110400209541";"27-4002";"ANIMAL PRINT ROSA";"95"
"0110400209542";"27-4002";"ANIMAL PRINT VERDE";"95"
"0110400209543";"27-4002";"PRINT MUSTARD";"95"
"0110400210041";"27-4002";"ANIMAL PRINT ROSA";"100"
"0110400210042";"27-4002";"ANIMAL PRINT VERDE";"100"
"0110400210043";"27-4002";"PRINT MUSTARD";"100"
"0110400308500";"27-4003";"SURTIDO";"85"
"0110400408503";"27-4004";"ROJO";"85"
"0110400408562";"27-4004";"AZUL NOCHE";"85"
"0110400409003";"27-4004";"ROJO";"90"
"0110400409062";"27-4004";"AZUL NOCHE";"90"
"0110400409503";"27-4004";"ROJO";"95"
"0110400409562";"27-4004";"AZUL NOCHE";"95"
"0110400410003";"27-4004";"ROJO";"100"
"0110400410062";"27-4004";"AZUL NOCHE";"100"
"0110500008501";"27-5000";"NEGRO";"85"
"0110500008502";"27-5000";"BLANCO";"85"
"0110500008507";"27-5000";"MARFIL";"85"
"0110500008535";"27-5000";"AZUL FRANCIA";"85"
"0110500008536";"27-5000";"BORDO";"85"
"0110500009001";"27-5000";"NEGRO";"90"
"0110500009002";"27-5000";"BLANCO";"90"
"0110500009007";"27-5000";"MARFIL";"90"
"0110500009035";"27-5000";"AZUL FRANCIA";"90"
"0110500009036";"27-5000";"BORDO";"90"
"0110500009501";"27-5000";"NEGRO";"95"
"0110500009502";"27-5000";"BLANCO";"95"
"0110500009507";"27-5000";"MARFIL";"95"
"0110500009535";"27-5000";"AZUL FRANCIA";"95"
"0110500009536";"27-5000";"BORDO";"95"
"0110500010001";"27-5000";"NEGRO";"100"
"0110500010002";"27-5000";"BLANCO";"100"
"0110500010007";"27-5000";"MARFIL";"100"
"0110500010035";"27-5000";"AZUL FRANCIA";"100"
"0110500010036";"27-5000";"BORDO";"100"
"0110500108501";"27-5001";"NEGRO";"85"
"0110500108502";"27-5001";"BLANCO";"85"
"0110500108507";"27-5001";"MARFIL";"85"
"0110500108535";"27-5001";"AZUL FRANCIA";"85"
"0110500108536";"27-5001";"BORDO";"85"
"0110500109001";"27-5001";"NEGRO";"90"
"0110500109002";"27-5001";"BLANCO";"90"
"0110500109007";"27-5001";"MARFIL";"90"
"0110500109035";"27-5001";"AZUL FRANCIA";"90"
"0110500109036";"27-5001";"BORDO";"90"
"0110500109501";"27-5001";"NEGRO";"95"
"0110500109502";"27-5001";"BLANCO";"95"
"0110500109507";"27-5001";"MARFIL";"95"
"0110500109535";"27-5001";"AZUL FRANCIA";"95"
"0110500109536";"27-5001";"BORDO";"95"
"0110500110001";"27-5001";"NEGRO";"100"
"0110500110002";"27-5001";"BLANCO";"100"
"0110500110007";"27-5001";"MARFIL";"100"
"0110500110035";"27-5001";"AZUL FRANCIA";"100"
"0110500110036";"27-5001";"BORDO";"100"
"0110500208501";"27-5002";"NEGRO";"85"
"0110500208502";"27-5002";"BLANCO";"85"
"0110500209001";"27-5002";"NEGRO";"90"
"0110500209002";"27-5002";"BLANCO";"90"
"0110500209501";"27-5002";"NEGRO";"95"
"0110500209502";"27-5002";"BLANCO";"95"
"0110500210001";"27-5002";"NEGRO";"100"
"0110500210002";"27-5002";"BLANCO";"100"
"0110500308501";"27-5003";"NEGRO";"85"
"0110500308502";"27-5003";"BLANCO";"85"
"0110500309001";"27-5003";"NEGRO";"90"
"0110500309002";"27-5003";"BLANCO";"90"
"0110500309501";"27-5003";"NEGRO";"95"
"0110500309502";"27-5003";"BLANCO";"95"
"0110500310001";"27-5003";"NEGRO";"100"
"0110500310002";"27-5003";"BLANCO";"100"
"0110600008501";"27-6000";"NEGRO";"85"
"0110600008502";"27-6000";"BLANCO";"85"
"0110600008503";"27-6000";"ROJO";"85"
"0110600008571";"27-6000";"UVA";"85"
"0110600009001";"27-6000";"NEGRO";"90"
"0110600009002";"27-6000";"BLANCO";"90"
